Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
House of 1000 Corpses,(2022– ),"Action,Crime,Drama","New version of the 1987 syndicated game, where two teams of two compete to complete a Lingo card by solving mystery five-letter words.","https://m.media-amazon.com/images/M/MV5BYjEzOWM0ODAtMzVjMi00ZjA5LTkyZTYtNjY5YTI5MTg2ZjI0XkEyXkFqcGdeQXVyMTMwMTg1ODQw._V1_QL75_UX280_CR0,3,280,414_.jpg",329871,https://www.imdb.com/title/tt0329871/,50 min,A,"10,823",7.6,Posters/329871.jpg
Scorpion,(2016),"Family,Game-Show","A woman who has just discovered she is the daughter of a murdered Mafia chieftain seeks revenge, with the aide of her father's faithful bodyguard.","https://m.media-amazon.com/images/M/MV5BYzFmZDM0NDctNTk2Ny00ZjVmLTkwODItMWUxYzIwMGIzYzEzXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UX280_CR0,3,280,414_.jpg",275947,https://www.imdb.com/title/tt0275947/,90 min,A,"48,537",5.7,Posters/275947.jpg
Mickey Mouse Funhouse,(2002),"Game-Show,Reality-TV,Romance",A voyeuristic hotel clerk becomes the subject of a murder investigation.,"https://m.media-amazon.com/images/M/MV5BNTVjZGM0NTQtMDcyYi00Mzk5LTkyN2MtNWQxZjczMGIwOTAyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",7979142,https://www.imdb.com/title/tt7979142/,60 min,PG,"5,274",7.4,Posters/7979142.jpg
Avenging Angelo,(2021–2022),"Action,Horror,Thriller",A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.,"https://m.media-amazon.com/images/M/MV5BMjAwODc5NzYzOF5BMl5BanBnXkFtZTcwNTk4MjEzOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1691917,https://www.imdb.com/title/tt1691917/,30 min,16,526,5.7,Posters/1691917.jpg
Dog Soldiers,(2020),"Animation,Adventure,Comedy",A Chicago-based wizard works as a private investigator.,"https://m.media-amazon.com/images/M/MV5BYjFlYWZiZTYtNzYwNi00ZWRhLTg4ODItYjc1MjBlNWUyYWRhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",486657,https://www.imdb.com/title/tt0486657/,86 min,UA,"16,718",6.6,Posters/486657.jpg
The Night Clerk,(2013),Documentary,British sitcom in which an unhappily married man discovers he can time travel back to 1940s war-torn London where he masquerades as an MI5 agent and part-time songwriter whilst courting the local barmaid.,"https://m.media-amazon.com/images/M/MV5BYmQzZjVlMmQtNGU0Ni00MDA2LTgwMzYtOTQ0ZDEyZTdmYWFlXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",106014,https://www.imdb.com/title/tt0106014/,125 min,UA,"5,536",5.8,Posters/106014.jpg
The Descent: Part 2,(2014),"Adventure,Biography,Drama","Mia discovers her magic stone is part of an ancient prophecy and embarks on a thrilling journey to the farthest islands of Centopia to face a great evil, and shape her own destiny.","https://m.media-amazon.com/images/M/MV5BNjgwY2ZkYmYtMDZlMS00YzcyLWE3MTgtZjUzNjY4NjA2ZjIzXkEyXkFqcGdeQXVyNjk0ODAxMTk@._V1_QL75_UX280_CR0,3,280,414_.jpg",5790684,https://www.imdb.com/title/tt5790684/,23 min,16,"5,901",6.8,Posters/5790684.jpg
The Longest Week,(2015),"Comedy,Drama,Family",It centers on a working-class African American family in Indiana struggling to make it work and make it right without any blueprints.,"https://m.media-amazon.com/images/M/MV5BMDkwMWJmMTYtODBmNi00MThhLTk0NzEtZDAwNmZmNWE2YmQ4XkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_QL75_UX280_CR0,3,280,414_.jpg",10945036,https://www.imdb.com/title/tt10945036/,97 min,PG,"3,145",6.5,Posters/10945036.jpg
El abrazo de la serpiente,(1997–1999),"Animation,Adventure,Family","An ambitious television soap actress connives with her producer to scuttle the career of the show's long-time star, but nothing works as they plan.","https://m.media-amazon.com/images/M/MV5BZjc1Y2ZlNDktNmQzOC00ZTA0LThlNTAtMjNlODVmMzA1MzQ4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",102951,https://www.imdb.com/title/tt0102951/,96 min,A,"6,841",7.8,Posters/102951.jpg
Smart Guy,(2022),"Comedy,Family","The story of superhero The Tick, based on the popular comic book.","https://m.media-amazon.com/images/M/MV5BYzY4NGY1ZjQtM2JiYS00YmE0LWFkODItZDM1OWIxYjI0NjY5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",242949,https://www.imdb.com/title/tt0242949/,110 min,15+,"37,214",8.4,Posters/242949.jpg
Mia and Me: The Hero of Centopia,(2021– ),"Comedy,Romance",Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,"https://m.media-amazon.com/images/M/MV5BNDMxNTQ0NjIwOV5BMl5BanBnXkFtZTgwODE5NjA5MjI@._V1_QL75_UX280_CR0,3,280,414_.jpg",5719700,https://www.imdb.com/title/tt5719700/,120 min,U,"26,692",8.8,Posters/5719700.jpg
The Upshaws,(1991),"Action,Comedy,Sci-Fi",A teenager who's spent her whole life confined to her home falls for the boy next door.,"https://m.media-amazon.com/images/M/MV5BMjAzMTE1NzQxNF5BMl5BanBnXkFtZTgwNjcwODY3MTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",5001718,https://www.imdb.com/title/tt5001718/,51 min,A,"154,470",6.7,Posters/5001718.jpg
Soapdish,(2001–2002),"Comedy,Drama,Romance",An aspiring singer living with his grandmother in the capital of Bhutan dreams of getting a visa to move to Australia.,"https://m.media-amazon.com/images/M/MV5BZDI5Y2JjMWQtYTgxOS00OWRmLWJlOGMtZDg3NThjNTdhNWU5XkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_QL75_UX280_CR0,3,280,414_.jpg",10189300,https://www.imdb.com/title/tt10189300/,22 min,R,"10,627",6.9,Posters/10189300.jpg
The Tick,(2017),"Drama,Romance",Experience the magic and adventure from Walt Disney world of color.,"https://m.media-amazon.com/images/M/MV5BNmJjYzNkNjgtZDZiNS00YjdmLTk4MDEtMzJkYWFkZmQ3ZWFiXkEyXkFqcGdeQXVyMjIzMTQ5NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",132666,https://www.imdb.com/title/tt0132666/,30 min,PG,"34,564",5.4,Posters/132666.jpg
Home Again,(2017),"Drama,Family","Two actresses, Béatrice Dalle and Charlotte Gainsbourg, are on a film set telling stories about witches - but that's not all. 'Lux Æterna' is also an essay on cinema, the love of film, and on-set hysterics.","https://m.media-amazon.com/images/M/MV5BN2RmMzRkMTAtOGVhZS00OTA4LWE0MDctOTI1MDgzNzU2MjA4XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX280_CR0,3,280,414_.jpg",10272534,https://www.imdb.com/title/tt10272534/,-,UA 16+,"23,926",8.4,Posters/10272534.jpg
"Everything, Everything",(2019),"Adventure,Comedy,Drama",It continues the evolving story of the croods and Bettermans as they learn to live together on the most idle farm in prehistory.,"https://m.media-amazon.com/images/M/MV5BMTAzNmFiMjctMmZhZi00MjdmLWI1OWEtYWY1NGIzMzYxZTU1XkEyXkFqcGdeQXVyNDU1Mjg2ODQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",15341442,https://www.imdb.com/title/tt15341442/,30 min,UA,"3,559",6.5,Posters/15341442.jpg
Lunana: A Yak in the Classroom,(1997–2005),"Drama,Thriller",The elite real estate brokers at The Oppenheim Group sell the luxe life to affluent buyers in LA. The drama ramps up when a new agent joins the team.,"https://m.media-amazon.com/images/M/MV5BZGY2NGNkZWMtZWMxOC00MmQ2LTg2YzctZWViMjIxYWMwZjJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",9817298,https://www.imdb.com/title/tt9817298/,60 min,PG,"84,661",6.6,Posters/9817298.jpg
The Wonderful World of Disney,(2019),"Animation,Adventure,Comedy",The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,"https://m.media-amazon.com/images/M/MV5BNGIwM2E2NzEtMjQzZC00M2FmLThhMDktZTRlMGYzZWZlZGYzXkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_QL75_UX280_CR0,3,280,414_.jpg",12708542,https://www.imdb.com/title/tt12708542/,139 min,R,"39,861",7.2,Posters/12708542.jpg
The Croods: Family Tree,(2019– ),"Animation,Action,Adventure","The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.","https://m.media-amazon.com/images/M/MV5BZDE0ODVlYjktNjJiMC00ODk4LWIwNTktMWRhZmZiOGFhYmUwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",7660850,https://www.imdb.com/title/tt7660850/,76 min,A,"1,214",7.4,Posters/7660850.jpg
Selling Sunset,(2016–2019),Drama,A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen.,"https://m.media-amazon.com/images/M/MV5BMjI5NGJjMmEtODk4Yy00ZDRjLWE5ZGItMjJiNGM4NTI0NmZkXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",7693316,https://www.imdb.com/title/tt7693316/,50 min,UA,"4,604",6.8,Posters/7693316.jpg
Mum,(2022– ),"Action,Drama,War","In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.","https://m.media-amazon.com/images/M/MV5BODYyZGE4ZWUtZGI0Yi00YjM1LTlmMWEtN2Q1YTFjYjQ5ZThmXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_QL75_UX280_CR0,3,280,414_.jpg",318374,https://www.imdb.com/title/tt0318374/,120 min,13,"36,508",7.6,Posters/318374.jpg
Succession,(II) (2022),"Drama,Romance","A young, bright and visionary teacher's inspirational journey to create a new age, advanced and highly affordable, parallel education system while fighting the monopolistic, corporate giants and overcoming several internal battles.","https://m.media-amazon.com/images/M/MV5BZGNiOWI4NWEtMzk3NS00NDk2LWI4NzktNjRiMDE2YzFhMmE3XkEyXkFqcGdeQXVyNTg4NzA4Mzk@._V1_QL75_UX280_CR0,3,280,414_.jpg",24073140,https://www.imdb.com/title/tt24073140/,24 min,18,745,6.9,Posters/24073140.jpg
Devotion,(2023),"Animation,Adventure,Comedy","While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.","https://m.media-amazon.com/images/M/MV5BN2E1YTUzZDAtODQ2YS00MWNjLWEzMzAtZjgwY2M3ZTcwOTJhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",116191,https://www.imdb.com/title/tt0116191/,52 min,R,"74,123",6.2,Posters/116191.jpg
The Cooler,(2004),"Comedy,Drama,Romance","Veteran detective Danny Frater is called to a hospital mortuary to identify a corpse only to find it is his estranged daughter. Traumatized by the news she took her own life, Frater sets out to discover the truth about her death.","https://m.media-amazon.com/images/M/MV5BNDZjMDg1OWUtOWM0NS00NjkzLWI5NzEtM2QxNjUyZTgzOGUzXkEyXkFqcGdeQXVyMTMzODk3NDU0._V1_QL75_UX280_CR0,3,280,414_.jpg",15510352,https://www.imdb.com/title/tt15510352/,94 min,U,"2,442",8.2,Posters/15510352.jpg
Home on the Range,(2022– ),"Crime,Drama,Mystery","Follows incarcerated killers, who tell the story of how they ended up there.","https://m.media-amazon.com/images/M/MV5BNTgxMGQ0NTAtNzA3ZC00MDg3LWIzNmEtMjViZjc1NDJkMzYyXkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",8300324,https://www.imdb.com/title/tt8300324/,30 min,R,"814,761",5.3,Posters/8300324.jpg
Physics Wallah,(1996),"Crime,Drama,Mystery",Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,"https://m.media-amazon.com/images/M/MV5BMjA4NzY1NTQ1Nl5BMl5BanBnXkFtZTgwMTM3NTY0MjI@._V1_QL75_UX280_CR0,3,280,414_.jpg",5816682,https://www.imdb.com/title/tt5816682/,121 min,A,"2,078",7.0,Posters/5816682.jpg
In the Valley of Elah,(I) (2022– ),"Biography,Drama,History","The scandalous lives of Liz and Michael, a cop and a lawyer who meet in a near-fatal coincidence. Drama and comedy with inevitable and powerful chemistry between a man and woman that completely alter a destined life plan.","https://m.media-amazon.com/images/M/MV5BNzA5MDQxZGMtMzQzYi00MjY4LWE1MjAtNmNkNWEzMDRkYzZlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",1886866,https://www.imdb.com/title/tt1886866/,107 min,R,"24,367",7.1,Posters/1886866.jpg
I Am a Killer,(2017),"Comedy,Crime,Drama","Greek general Themistocles of Athens leads the naval charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia, vengeful commander of the Persian navy.","https://m.media-amazon.com/images/M/MV5BMTEwNTU2MjAwMDdeQTJeQWpwZ15BbWU3MDk2Njc2Njk@._V1_QL75_UX280_CR0,3,280,414_.jpg",1253863,https://www.imdb.com/title/tt1253863/,95 min,U,"1,644",5.7,Posters/1253863.jpg
Victoria & Abdul,(2020),"Action,Adventure,Comedy",Based on the true-life experiences of Dave Fishwick; 'Bank of Dave' tells the story of how a working class Burnley man and self-made millionaire fought to set up a community bank.,"https://m.media-amazon.com/images/M/MV5BYWEyOGM0MTAtNGUzYy00YWQ4LWE4ODAtNzY5MWRjOTY3MjEzXkEyXkFqcGdeQXVyMzI2NTcxODU@._V1_QL75_UX280_CR0,3,280,414_.jpg",14308636,https://www.imdb.com/title/tt14308636/,22 min,PG,"46,139",5.1,Posters/14308636.jpg
Fatman,(2018),"Drama,Horror,Sci-Fi",Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.,"https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",108778,https://www.imdb.com/title/tt0108778/,119 min,R,"3,173",6.2,Posters/108778.jpg
Outlaw King,(2014),"Comedy,Romance",A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.,"https://m.media-amazon.com/images/M/MV5BMTBjMjY0ODEtZGVkMy00MjUyLTlkMjAtNDBmNzVjOTk0NzQyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",1148204,https://www.imdb.com/title/tt1148204/,7 min,16,"30,035",8.0,Posters/1148204.jpg
300: Rise of an Empire,(2011),"Action,Western",The ill-tempered Grim Reaper gets into a wager that forces him to become the life-long companions of two scheming youngsters after he loses.,"https://m.media-amazon.com/images/M/MV5BZTY0MmJjOTctZWNlYi00N2UzLThiN2ItYmFjYzJjM2JjMTVlXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX280_CR0,3,280,414_.jpg",292800,https://www.imdb.com/title/tt0292800/,60 min,PG-13,"9,379",6.2,Posters/292800.jpg
Take Shelter,(2007–2019),"Comedy,Romance",A headstrong young woman returns to New Orleans after the death of her estranged mother.,"https://m.media-amazon.com/images/M/MV5BOGEyZDhlYTUtYTdmMS00NDVhLThiZWItMDIyYjRlZDYzODgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",369672,https://www.imdb.com/title/tt0369672/,92 min,18,"103,844",6.6,Posters/369672.jpg
The Old Way,(1994–2004),"Animation,Adventure,Comedy","Follows the Diaz siblings, Lily and Jorge, who are on a mission to find love and purpose. The Diaz siblings cross paths with seemingly unrelated residents during some of the most heightened days of the year -the holidays.","https://m.media-amazon.com/images/M/MV5BYjZjYmI5ZTAtODIwNy00NDViLWE2NmQtZmUzYTQwNTg0NTY0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",14734228,https://www.imdb.com/title/tt14734228/,106 min,R,492,5.4,Posters/14734228.jpg
Friends,(2009),Drama,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.","https://m.media-amazon.com/images/M/MV5BMDRiNTAwNmYtZWY0Ni00MzI4LTg5OTYtZDdjYjNlM2E2ZmRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX280_CR0,3,280,414_.jpg",383010,https://www.imdb.com/title/tt0383010/,30 min,A,"41,978",6.8,Posters/383010.jpg
Orphan,(2001–2007),"Short,Drama,Horror","A non-judgmental analysis of the driving forces of human behavior when confronted with the unknown, of the way we perceive the other and on how we relate to an unsettling future.","https://m.media-amazon.com/images/M/MV5BN2VkNjg0NjUtNTI5OC00NmQ2LThhMzgtYjA4MGMxYzQ2MGUzXkEyXkFqcGdeQXVyODA0MjgyNzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",18550182,https://www.imdb.com/title/tt18550182/,97 min,UA,"125,527",6.5,Posters/18550182.jpg
The Grim Adventures of Billy & Mandy,(2004),"Comedy,Romance","An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.","https://m.media-amazon.com/images/M/MV5BMTUyNjYwMTYwM15BMl5BanBnXkFtZTcwNDA4NTc2OQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1413495,https://www.imdb.com/title/tt1413495/,267 min,A,"71,419",6.0,Posters/1413495.jpg
A Love Song for Bobby Long,(2020),"Comedy,Family","After the death of her husband, a woman attempts to rebuild her life while surrounded by her sometimes problematic family and friends.","https://m.media-amazon.com/images/M/MV5BZjdkZDUxOWUtMjk0Ni00M2EwLWIzNDMtNDczNWM2ZDVhZjE4XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX280_CR0,3,280,414_.jpg",5687446,https://www.imdb.com/title/tt5687446/,133 min,U,"170,474",7.3,Posters/5687446.jpg
50 States of Fright,(2021– ),Drama,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.","https://m.media-amazon.com/images/M/MV5BMjk5MjM2MjUtMDI3YS00ZTIwLWFjMDQtYzFhZDY0YTUxZmJkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",119695,https://www.imdb.com/title/tt0119695/,43 min,Not Rated,"54,223",6.9,Posters/119695.jpg
With Love,(2012),"Drama,Thriller","In 1990s Berlin, an artist and a hacker invented a new way to see the world. Years later, they reunite to sue Google for patent infringement on it.","https://m.media-amazon.com/images/M/MV5BZmQxNGE3NzItOTE4YS00ODFjLWJlNDQtMzZmOTU5MTdmMjJiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX280_CR0,3,280,414_.jpg",15392100,https://www.imdb.com/title/tt15392100/,84 min,U,"15,462",6.5,Posters/15392100.jpg
R.M.N.,(I) (2013),"Action,Comedy,Crime","The real-life pirates of the Caribbean violently plunder, stealing and form a surprisingly egalitarian republic in this documentary series.","https://m.media-amazon.com/images/M/MV5BYTYyNjNlMzktOTBhNy00NjQ3LTk5NGYtYzFmNzM0OTgxOWRjXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX280_CR0,3,280,414_.jpg",14057360,https://www.imdb.com/title/tt14057360/,120 min,A,"27,290",7.2,Posters/14057360.jpg
Money Talks,(2021),Drama,A convicted arsonist looks to manipulate a parole officer into a plan to secure his parole by placing his beautiful wife in the lawman's path.,"https://m.media-amazon.com/images/M/MV5BMTgxOTk4MDIyOF5BMl5BanBnXkFtZTcwMzI3Nzc3Mw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1423995,https://www.imdb.com/title/tt1423995/,109 min,PG,"7,308",6.6,Posters/1423995.jpg
The Billion Dollar Code,(2010),"Documentary,Adventure,Drama","Nat Turner, a literate slave and preacher in the antebellum South, orchestrates an uprising.","https://m.media-amazon.com/images/M/MV5BMTU5MjI3NzQxMl5BMl5BanBnXkFtZTgwMTUwNjYyOTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",4196450,https://www.imdb.com/title/tt4196450/,110 min,R,"33,089",6.1,Posters/4196450.jpg
Wall Street: Money Never Sleeps,(2021– ),"Drama,Sport","In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.","https://m.media-amazon.com/images/M/MV5BMjE4MDQxMDg3MF5BMl5BanBnXkFtZTgwNjQ0MTcwMzI@._V1_QL75_UX280_CR0,3,280,414_.jpg",1536537,https://www.imdb.com/title/tt1536537/,86 min,R,"24,616",7.3,Posters/1536537.jpg
The Swimmer,(2021),"Drama,Thriller",A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.,"https://m.media-amazon.com/images/M/MV5BMjExNTcyMjI2Ml5BMl5BanBnXkFtZTgwMDgwNTg4NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",99052,https://www.imdb.com/title/tt0099052/,115 min,18,"102,143",7.1,Posters/99052.jpg
Stone,(2010),"Biography,Drama,History","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.","https://m.media-amazon.com/images/M/MV5BMTMzMjA2MjA2N15BMl5BanBnXkFtZTcwMTkwNTc5Ng@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1253864,https://www.imdb.com/title/tt1253864/,45 min,UA,"13,598",8.2,Posters/1253864.jpg
The Birth of a Nation,(2016),"Action,Crime,Fantasy","A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.","https://m.media-amazon.com/images/M/MV5BN2I5YzFlYWEtZjRhNy00ZmQzLWJhNTktZGIwYjFjODdmNDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",351283,https://www.imdb.com/title/tt0351283/,100 min,A,"102,474",8.1,Posters/351283.jpg
